ISO_WEEKSTARTDATE,ISO_WEEK,INF_ALL,SPEC_PROCESSED_NB,positivity_rate,temperature_C,humidity_pct,wind_speed_ms
2022-11-28,48,58,445,0.1303370786516854,20.65431547619048,59.16517857142857,2.9619866071428573
2022-12-05,49,71,520,0.13653846153846153,19.333556547619047,61.15327380952381,3.175
2022-12-12,50,41,371,0.1105121293800539,18.51049107142857,59.395833333333336,3.0035267857142856
2022-12-19,51,48,408,0.11764705882352941,17.77827380952381,60.13764880952381,3.2967261904761904
2022-12-26,52,43,379,0.11345646437994723,15.481845238095238,70.34077380952381,3.596889880952381
2023-01-02,1,67,537,0.12476722532588454,15.842857142857142,73.19345238095238,3.2328199404761904
2023-01-09,2,44,435,0.10114942528735632,15.70357142857143,70.52083333333333,3.520766369047619
2023-01-16,3,82,525,0.15619047619047619,16.64672619047619,65.74330357142857,3.336651785714286
2023-01-23,4,69,670,0.10298507462686567,16.97797619047619,65.80282738095238,3.095558035714286
2023-01-30,5,49,440,0.11136363636363636,17.73779761904762,54.58110119047619,3.907016369047619
2023-02-06,6,98,794,0.12342569269521411,18.09583333333333,49.89732142857143,3.950386904761905
2023-02-13,7,91,797,0.11417816813048934,17.27909226190476,50.21875,4.118043154761905
2023-02-20,8,81,609,0.1330049261083744,20.038988095238096,42.93526785714286,3.2933705357142857
2023-02-27,9,70,696,0.10057471264367816,21.96860119047619,45.91369047619048,3.320372023809524
2023-03-06,10,67,622,0.10771704180064309,21.81889880952381,51.92485119047619,3.994456845238095
2023-03-13,11,68,669,0.10164424514200299,20.64144345238095,59.62425595238095,3.774077380952381
2023-03-20,12,39,593,0.0657672849915683,20.604836309523808,45.68303571428572,3.998065476190477
2023-03-27,13,36,501,0.0718562874251497,21.1125,50.923363095238095,4.114880952380952
2023-04-03,14,34,584,0.05821917808219178,23.279017857142858,41.79241071428572,3.518087797619048
2023-04-10,15,24,498,0.04819277108433735,23.54501488095238,52.24851190476191,4.265625
2023-04-17,16,27,206,0.13106796116504854,24.55758928571429,53.192708333333336,2.9629241071428574
2023-04-24,17,32,402,0.07960199004975124,25.49434523809524,44.73288690476191,3.4794196428571427
2023-05-01,18,46,724,0.06353591160220995,26.557514880952382,38.81101190476191,3.786986607142857
2023-05-08,19,64,659,0.09711684370257967,28.425818452380952,35.851190476190474,3.693712797619048
2023-05-15,20,66,614,0.10749185667752444,28.77306547619048,38.35863095238095,3.5579910714285714
2023-05-22,21,55,689,0.07982583454281568,29.21919642857143,40.023809523809526,3.146145833333333
2023-05-29,22,42,598,0.07023411371237458,29.000223214285715,46.20089285714285,3.639144345238096
2023-06-05,23,51,597,0.08542713567839195,31.20952380952381,34.47767857142857,3.6394270833333335
2023-06-12,24,60,577,0.10398613518197573,31.565104166666668,32.505208333333336,4.284315476190476
2023-06-19,25,58,626,0.0926517571884984,31.63318452380953,31.185267857142858,3.9149925595238098
2023-06-26,26,48,456,0.10526315789473684,32.2093005952381,30.026785714285715,3.688869047619048
2023-07-03,27,74,651,0.11367127496159754,32.44598214285714,31.10193452380952,3.7816741071428575
2023-07-10,28,55,674,0.08160237388724036,32.9655505952381,31.848214285714285,3.795133928571429
2023-07-17,29,47,635,0.07401574803149606,33.61287202380952,28.06770833333333,3.8930580357142857
2023-07-24,30,36,593,0.06070826306913996,33.76086309523809,27.585565476190474,3.5784002976190474
2023-07-31,31,43,588,0.07312925170068027,33.022172619047616,33.072916666666664,3.981101190476191
2023-08-07,32,30,635,0.047244094488188976,32.74241071428571,34.97767857142857,3.581517857142857
2023-08-14,33,65,785,0.08280254777070063,33.153125,40.441964285714285,3.350245535714285
2023-08-21,34,59,815,0.07239263803680981,33.18325892857143,35.995535714285715,3.335729166666667
2023-08-28,35,76,844,0.09004739336492891,31.70461309523809,38.09970238095238,3.5400818452380958
2023-09-04,36,91,994,0.09154929577464789,32.4328125,35.085565476190474,3.392239583333333
2023-09-11,37,100,965,0.10362694300518134,31.551785714285717,35.87872023809524,3.7617410714285713
2023-09-18,38,158,1071,0.14752567693744165,30.865997023809523,34.90922619047619,3.4693229166666666
2023-09-25,39,171,1042,0.16410748560460653,30.324255952380952,34.17485119047619,3.315
2023-10-02,40,266,1198,0.22203672787979967,29.516443452380955,36.535714285714285,3.679985119047619
2023-10-09,41,356,1267,0.2809786898184688,28.204464285714288,39.265625,3.2641369047619047
2023-10-16,42,372,1197,0.3107769423558897,26.49955357142857,43.20386904761904,3.131026785714286
2023-10-23,43,411,1230,0.33414634146341465,25.16934523809524,53.22767857142857,2.9238839285714286
2023-10-30,44,423,1373,0.3080844865258558,24.16577380952381,59.50892857142857,2.634263392857143
2023-11-06,45,230,1215,0.18930041152263374,23.622395833333336,49.54464285714285,2.662797619047619
2023-11-13,46,200,1147,0.17436791630340018,22.9515625,57.61011904761905,3.11655505952381
2023-11-20,47,187,1152,0.1623263888888889,21.60200892857143,59.29613095238095,3.462708333333333
2023-11-27,48,171,1161,0.14728682170542637,20.849330357142858,50.86235119047619,3.1845535714285718
2023-12-04,49,137,1238,0.11066235864297254,20.07247023809524,48.94494047619048,2.948497023809524
2023-12-11,50,125,1305,0.09578544061302682,18.22998511904762,52.73288690476191,3.506197916666667
2023-12-18,51,133,1267,0.10497237569060773,18.641741071428573,53.848958333333336,3.1122098214285714
2023-12-25,52,133,1280,0.10390625,18.82433035714286,64.83482142857143,3.2435416666666668
2024-01-01,1,131,1226,0.1068515497553018,17.719122023809526,65.71056547619048,3.107328869047619
2024-01-08,2,73,986,0.07403651115618662,17.969717261904762,51.739583333333336,3.20859375
2024-01-15,3,69,972,0.07098765432098765,18.201041666666665,53.785714285714285,3.256450892857143
2024-01-22,4,58,907,0.0639470782800441,19.126041666666666,54.296875,3.608608630952381
2024-01-29,5,72,952,0.07563025210084033,17.10200892857143,54.125,3.8962574404761914
2024-02-05,6,91,954,0.09538784067085954,17.58638392857143,54.19419642857143,3.564300595238095
2024-02-12,7,87,876,0.09931506849315068,19.268005952380957,61.07886904761904,4.1113913690476185
2024-02-19,8,56,802,0.06982543640897755,19.946056547619047,51.970238095238095,3.633846726190476
2024-02-26,9,69,799,0.08635794743429287,18.99508928571429,48.79538690476191,3.861279761904762
2024-03-04,10,40,768,0.052083333333333336,20.89702380952381,49.45610119047619,3.629605654761905
2024-03-11,11,60,763,0.07863695937090433,23.17299107142857,47.91443452380952,3.7554017857142856
2024-03-18,12,49,856,0.05724299065420561,22.008333333333333,55.10714285714285,4.226488095238095
2024-03-25,13,29,743,0.039030955585464336,21.16145833333333,55.62797619047619,3.663020833333333
2024-04-01,14,46,788,0.0583756345177665,23.80654761904762,49.383184523809526,3.1071875
2024-04-08,15,16,338,0.047337278106508875,24.67700892857143,46.817708333333336,4.007291666666667
2024-04-15,16,53,895,0.05921787709497207,25.023363095238096,47.60863095238095,3.776376488095238
2024-04-22,17,38,919,0.041349292709466814,26.82998511904762,38.098214285714285,3.412038690476191
2024-04-29,18,27,878,0.030751708428246014,25.35297619047619,53.657738095238095,3.6808184523809526
2024-05-06,19,39,885,0.04406779661016949,27.74345238095238,39.01636904761905,3.767872023809524
2024-05-13,20,34,916,0.03711790393013101,29.03742559523809,39.364583333333336,4.088385416666666
2024-05-20,21,27,898,0.030066815144766147,30.06540178571429,36.34151785714285,3.527872023809524
2024-05-27,22,13,762,0.01706036745406824,31.36934523809524,31.08333333333333,4.156934523809523
2024-06-03,23,14,736,0.019021739130434784,32.77708333333334,28.354166666666668,3.5651636904761905
2024-06-10,24,14,583,0.024013722126929673,32.449776785714285,32.311011904761905,3.533497023809524
2024-06-17,25,15,505,0.0297029702970297,33.40691964285714,30.854166666666668,3.561934523809524
2024-06-24,26,23,794,0.028967254408060455,32.88013392857143,31.063244047619047,3.827730654761905
2024-07-01,27,35,842,0.04156769596199525,32.371875,29.50595238095238,4.215
2024-07-08,28,34,816,0.041666666666666664,33.69665178571429,30.946428571428573,4.31391369047619
2024-07-15,29,21,798,0.02631578947368421,33.17872023809524,32.370535714285715,3.839471726190476
2024-07-22,30,18,804,0.022388059701492536,32.619345238095235,35.189732142857146,4.36420386904762
2024-07-29,31,24,878,0.02733485193621868,31.77440476190476,41.57291666666666,4.155491071428571
2024-08-05,32,20,918,0.02178649237472767,31.459375,43.296875,3.6034598214285714
2024-08-12,33,23,897,0.02564102564102564,32.40230654761905,43.02827380952381,3.353110119047619
